value	HGNC ID
AMPH	HGNC:471
AMT	HGNC:473
AMTN	HGNC:33188
AMY1A	HGNC:474
AMY1B	HGNC:475
AMY1C	HGNC:476
AMY2A	HGNC:477
AMY2B	HGNC:478
AMYP1	HGNC:479
AMZ1	HGNC:22231
AMZ2	HGNC:28041
AMZ2P1	HGNC:26491
AMZ2P2	HGNC:38072
AMZ2P3	HGNC:54911
ANAPC1	HGNC:19988
ANAPC1P1	HGNC:44150
ANAPC1P2	HGNC:54708
ANAPC1P3	HGNC:54709
ANAPC1P4	HGNC:54710
ANAPC1P5	HGNC:54711
ANAPC1P6	HGNC:54712
ANAPC2	HGNC:19989
ANAPC4	HGNC:19990
ANAPC5	HGNC:15713
ANAPC7	HGNC:17380
ANAPC10	HGNC:24077
ANAPC10P1	HGNC:33976
ANAPC11	HGNC:14452
ANAPC13	HGNC:24540
ANAPC15	HGNC:24531
ANAPC15P1	HGNC:54888
ANAPC15P2	HGNC:54889
ANAPC16	HGNC:26976
ANCR	HGNC:482
ANG	HGNC:483
ANGEL1	HGNC:19961
ANGEL2	HGNC:30534
ANGPT1	HGNC:484
ANGPT2	HGNC:485
ANGPT4	HGNC:487
ANGPTL1	HGNC:489
ANGPTL2	HGNC:490
ANGPTL3	HGNC:491
ANGPTL4	HGNC:16039
ANGPTL5	HGNC:19705
ANGPTL6	HGNC:23140
ANGPTL7	HGNC:24078
ANGPTL8	HGNC:24933
ANHX	HGNC:40024
ANK1	HGNC:492
ANK2	HGNC:493
ANK2-AS1	HGNC:40076
ANK3	HGNC:494
ANK3-DT	HGNC:54102
ANKAR	HGNC:26350
ANKDD1A	HGNC:28002
ANKDD1B	HGNC:32525
ANKEF1	HGNC:15803
ANKFN1	HGNC:26766
ANKFY1	HGNC:20763
ANKH	HGNC:15492
ANKH-DT	HGNC:55234
ANKHD1	HGNC:24714
ANKHD1-DT	HGNC:55564
ANKHD1-EIF4EBP3	HGNC:33530
ANKIB1	HGNC:22215
ANKK1	HGNC:21027
ANKLE1	HGNC:26812
ANKLE2	HGNC:29101
ANKMY1	HGNC:20987
ANKMY2	HGNC:25370
ANKRA2	HGNC:13208
ANKRD1	HGNC:15819
ANKRD2	HGNC:495
ANKRD6	HGNC:17280
ANKRD7	HGNC:18588
ANKRD9	HGNC:20096
ANKRD10	HGNC:20265
ANKRD10-IT1	HGNC:39891
ANKRD11	HGNC:21316
ANKRD11P1	HGNC:54737
ANKRD11P2	HGNC:54738
ANKRD12	HGNC:29135
ANKRD13A	HGNC:21268
ANKRD13B	HGNC:26363
ANKRD13C	HGNC:25374
ANKRD13D	HGNC:27880
ANKRD16	HGNC:23471
ANKRD17	HGNC:23575
ANKRD17-DT	HGNC:55556
ANKRD18A	HGNC:23643
ANKRD18B	HGNC:23644
ANKRD18CP	HGNC:43601
ANKRD18DP	HGNC:28016
ANKRD18EP	HGNC:43609
ANKRD18FP	HGNC:56404
ANKRD19P	HGNC:22567
ANKRD20A1	HGNC:23665
ANKRD20A2P	HGNC:31979
ANKRD20A3P	HGNC:31981
ANKRD20A4P	HGNC:31982
ANKRD20A5P	HGNC:33833
ANKRD20A6P	HGNC:37714
ANKRD20A7P	HGNC:31980
ANKRD20A8P	HGNC:23666
ANKRD20A9P	HGNC:42023
ANKRD20A10P	HGNC:39707
ANKRD20A11P	HGNC:42024
ANKRD20A12P	HGNC:43603
ANKRD20A13P	HGNC:43604
ANKRD20A14P	HGNC:43605
ANKRD20A15P	HGNC:43606
ANKRD20A16P	HGNC:43607
ANKRD20A17P	HGNC:43608
ANKRD20A18P	HGNC:23756
ANKRD20A19P	HGNC:42737
ANKRD20A20P	HGNC:32319
ANKRD20A21P	HGNC:52329
ANKRD22	HGNC:28321
ANKRD23	HGNC:24470
ANKRD24	HGNC:29424
ANKRD26	HGNC:29186
ANKRD26P1	HGNC:32955
ANKRD26P2	HGNC:39687
ANKRD26P3	HGNC:39689
ANKRD26P4	HGNC:39690
ANKRD27	HGNC:25310
ANKRD28	HGNC:29024
ANKRD29	HGNC:27110
ANKRD30A	HGNC:17234
ANKRD30B	HGNC:24165
ANKRD30BL	HGNC:35167
ANKRD30BP1	HGNC:19722
ANKRD30BP2	HGNC:16620
ANKRD30BP3	HGNC:27873
ANKRD31	HGNC:26853
ANKRD33	HGNC:13788
ANKRD33B	HGNC:35240
ANKRD33B-AS1	HGNC:41298
ANKRD33BP1	HGNC:56293
ANKRD33BP2	HGNC:56294
ANKRD33BP3	HGNC:56295
ANKRD33BP4	HGNC:56296
ANKRD33BP5	HGNC:56297
ANKRD33BP6	HGNC:56298
ANKRD33BP7	HGNC:56299
ANKRD33BP8	HGNC:56300
ANKRD33BP9	HGNC:56301
ANKRD33BP10	HGNC:56302
ANKRD34A	HGNC:27639
ANKRD34B	HGNC:33736
ANKRD34C	HGNC:33888
ANKRD34C-AS1	HGNC:48618
ANKRD35	HGNC:26323
ANKRD36	HGNC:24079
ANKRD36B	HGNC:29333
ANKRD36BP1	HGNC:28169
ANKRD36BP2	HGNC:33607
ANKRD36C	HGNC:32946
ANKRD36P1	HGNC:37759
ANKRD37	HGNC:29593
ANKRD39	HGNC:28640
ANKRD40	HGNC:28233
ANKRD40CL	HGNC:26080
ANKRD42	HGNC:26752
ANKRD42-DT	HGNC:55590
ANKRD44	HGNC:25259
ANKRD44-AS1	HGNC:41090
ANKRD44-DT	HGNC:55840
ANKRD44-IT1	HGNC:41477
ANKRD45	HGNC:24786
ANKRD46	HGNC:27229
ANKRD49	HGNC:25970
ANKRD49P1	HGNC:54619
ANKRD49P2	HGNC:54620
ANKRD49P3	HGNC:54621
ANKRD49P4	HGNC:54622
ANKRD50	HGNC:29223
ANKRD52	HGNC:26614
ANKRD53	HGNC:25691
ANKRD54	HGNC:25185
ANKRD54P1	HGNC:39214
ANKRD55	HGNC:25681
ANKRD60	HGNC:16217
ANKRD61	HGNC:22467
ANKRD62	HGNC:35241
ANKRD62P1	HGNC:42363
ANKRD62P1-PARP4P3	HGNC:42393
ANKRD63	HGNC:40027
ANKRD65	HGNC:42950
ANKRD65-AS1	HGNC:55844
ANKRD66	HGNC:44669
ANKS1A	HGNC:20961
ANKS1B	HGNC:24600
ANKS3	HGNC:29422
ANKS4B	HGNC:26795
ANKS6	HGNC:26724
ANKUB1	HGNC:29642
ANKZF1	HGNC:25527
ANLN	HGNC:14082
ANO1	HGNC:21625
ANO1-AS1	HGNC:40016
ANO2	HGNC:1183
ANO3	HGNC:14004
ANO3-AS1	HGNC:54190
ANO4	HGNC:23837
ANO5	HGNC:27337
ANO6	HGNC:25240
ANO7	HGNC:31677
ANO7L1	HGNC:32248
ANO8	HGNC:29329
ANO9	HGNC:20679
ANO10	HGNC:25519
ANOS1	HGNC:6211
ANOS2P	HGNC:6214
ANP32A	HGNC:13233
ANP32A-IT1	HGNC:25672
ANP32AP1	HGNC:42949
ANP32B	HGNC:16677
ANP32BP1	HGNC:24267
ANP32BP2	HGNC:38552
ANP32BP3	HGNC:44089
ANP32C	HGNC:16675
ANP32D	HGNC:16676
ANP32E	HGNC:16673
ANPEP	HGNC:500
ANTKMT	HGNC:14152
ANTXR1	HGNC:21014
ANTXR2	HGNC:21732
ANTXRL	HGNC:27277
ANTXRLP1	HGNC:45004
ANXA1	HGNC:533
ANXA2	HGNC:537
ANXA2P1	HGNC:538
ANXA2P2	HGNC:539
ANXA2P3	HGNC:540
ANXA2R	HGNC:33463
ANXA2R-AS1	HGNC:27208
ANXA2R-OT1	HGNC:48996
ANXA3	HGNC:541
ANXA4	HGNC:542
ANXA5	HGNC:543
ANXA6	HGNC:544
ANXA7	HGNC:545
ANXA8	HGNC:546
ANXA8L1	HGNC:23334
ANXA9	HGNC:547
ANXA10	HGNC:534
ANXA11	HGNC:535
ANXA13	HGNC:536
AOAH	HGNC:548
AOAH-IT1	HGNC:41307
AOC1	HGNC:80
AOC2	HGNC:549
AOC3	HGNC:550
AOC4P	HGNC:48869
AOPEP	HGNC:1361
AOX1	HGNC:553
AOX2P	HGNC:18450
AOX3P	HGNC:19049
AOX3P-AOX2P	HGNC:53766
AP1AR	HGNC:28808
AP1AR-DT	HGNC:55391
AP1B1	HGNC:554
AP1B1P1	HGNC:297
AP1B1P2	HGNC:298
AP1G1	HGNC:555
AP1G2	HGNC:556
AP1G2-AS1	HGNC:55442
AP1M1	HGNC:13667
AP1M2	HGNC:558
AP1M2P1	HGNC:54978
AP1S1	HGNC:559
AP1S2	HGNC:560
AP1S2P1	HGNC:50752
AP1S3	HGNC:18971
AP2A1	HGNC:561
AP2A2	HGNC:562
AP2B1	HGNC:563
AP2B1P1	HGNC:55017
AP2M1	HGNC:564
AP2S1	HGNC:565
AP3B1	HGNC:566
AP3B2	HGNC:567
AP3D1	HGNC:568
AP3M1	HGNC:569
AP3M2	HGNC:570
AP3S1	HGNC:2013
AP3S2	HGNC:571
AP4B1	HGNC:572
AP4B1-AS1	HGNC:44114
AP4E1	HGNC:573
AP4M1	HGNC:574
AP4S1	HGNC:575
AP5B1	HGNC:25104
AP5M1	HGNC:20192
AP5S1	HGNC:15875
AP5Z1	HGNC:22197
APAF1	HGNC:576
APBA1	HGNC:578
APBA2	HGNC:579
APBA3	HGNC:580
APBB1	HGNC:581
APBB1IP	HGNC:17379
APBB2	HGNC:582
APBB3	HGNC:20708
APC	HGNC:583
APC2	HGNC:24036
APCDD1	HGNC:15718
APCDD1L	HGNC:26892
APCDD1L-DT	HGNC:27152
APCS	HGNC:584
APEH	HGNC:586
APELA	HGNC:48925
APEX1	HGNC:587
APEX2	HGNC:17889
APH1A	HGNC:29509
APH1B	HGNC:24080
API5	HGNC:594
API5P1	HGNC:595
API5P2	HGNC:39070
APIP	HGNC:17581
APLF	HGNC:28724
APLN	HGNC:16665
APLNR	HGNC:339
APLP1	HGNC:597
APLP2	HGNC:598
APMAP	HGNC:13238
APOA1	HGNC:600
APOA1-AS	HGNC:40079
APOA2	HGNC:601
APOA4	HGNC:602
APOA5	HGNC:17288
APOB	HGNC:603
APOBEC1	HGNC:604
APOBEC2	HGNC:605
APOBEC3A	HGNC:17343
APOBEC3A_B	HGNC:44196
APOBEC3AP1	HGNC:43835
APOBEC3B	HGNC:17352
APOBEC3B-AS1	HGNC:43836
APOBEC3C	HGNC:17353
APOBEC3D	HGNC:17354
APOBEC3F	HGNC:17356
APOBEC3G	HGNC:17357
APOBEC3H	HGNC:24100
APOBEC4	HGNC:32152
APOBR	HGNC:24087
APOC1	HGNC:607
APOC1P1	HGNC:608
APOC2	HGNC:609
APOC3	HGNC:610
APOC4	HGNC:611
APOC4-APOC2	HGNC:44426
APOD	HGNC:612
APOE	HGNC:613
APOF	HGNC:615
APOH	HGNC:616
APOL1	HGNC:618
APOL2	HGNC:619
APOL3	HGNC:14868
APOL4	HGNC:14867
APOL5	HGNC:14869
APOL6	HGNC:14870
APOLD1	HGNC:25268
APOM	HGNC:13916
APONP	HGNC:53942
APOO	HGNC:28727
APOOL	HGNC:24009
APOOP1	HGNC:48739
APOOP2	HGNC:48740
APOOP3	HGNC:48741
APOOP4	HGNC:48742
APOOP5	HGNC:48743
APP	HGNC:620
APP-DT	HGNC:55075
APPAT	HGNC:56009
APPBP2	HGNC:622
APPBP2-DT	HGNC:55423
APPL1	HGNC:24035
APPL2	HGNC:18242
APRG1	HGNC:24082
APRT	HGNC:626
APTR	HGNC:44173
APTX	HGNC:15984
AQP1	HGNC:633
AQP2	HGNC:634
AQP3	HGNC:636
AQP4	HGNC:637
AQP4-AS1	HGNC:26399
AQP5	HGNC:638
AQP5-AS1	HGNC:55474
AQP6	HGNC:639
AQP7	HGNC:640
AQP7B	HGNC:53895
AQP7P1	HGNC:32048
AQP7P2	HGNC:32049
AQP7P3	HGNC:31976
AQP7P4	HGNC:32056
AQP7P5	HGNC:51836
AQP8	HGNC:642
AQP9	HGNC:643
AQP10	HGNC:16029
AQP11	HGNC:19940
AQP12A	HGNC:19941
AQP12B	HGNC:6096
AQR	HGNC:29513
AR	HGNC:644
ARAF	HGNC:646
ARAFP1	HGNC:50824
ARAFP2	HGNC:647
ARAFP3	HGNC:35474
ARAP1	HGNC:16925
ARAP1-AS1	HGNC:39993
ARAP1-AS2	HGNC:39994
ARAP2	HGNC:16924
ARAP3	HGNC:24097
ARC	HGNC:648
ARCN1	HGNC:649
AREG	HGNC:651
AREL1	HGNC:20363
ARF1	HGNC:652
ARF1P1	HGNC:22500
ARF1P2	HGNC:39883
ARF1P3	HGNC:39884
ARF2P	HGNC:44341
ARF3	HGNC:654
ARF4	HGNC:655
ARF4-AS1	HGNC:51593
ARF4P1	HGNC:657
ARF4P2	HGNC:16599
ARF4P3	HGNC:32380
ARF4P4	HGNC:37628
ARF4P5	HGNC:37629
ARF5	HGNC:658
ARF6	HGNC:659
ARFGAP1	HGNC:15852
ARFGAP2	HGNC:13504
ARFGAP3	HGNC:661
ARFGEF1	HGNC:15772
ARFGEF1-DT	HGNC:55237
ARFGEF2	HGNC:15853
ARFGEF3	HGNC:21213
ARFIP1	HGNC:21496
ARFIP2	HGNC:17160
ARFRP1	HGNC:662
ARG1	HGNC:663
ARG2	HGNC:664
ARGFX	HGNC:30146
ARGFXP1	HGNC:17252
ARGFXP2	HGNC:23977
ARGLU1	HGNC:25482
ARHGAP1	HGNC:673
ARHGAP4	HGNC:674
ARHGAP5	HGNC:675
ARHGAP5-AS1	HGNC:20279
ARHGAP6	HGNC:676
ARHGAP8	HGNC:677
ARHGAP9	HGNC:14130
ARHGAP10	HGNC:26099
ARHGAP11A	HGNC:15783
ARHGAP11A-DT	HGNC:56188
ARHGAP11A-SCG5	HGNC:56310
ARHGAP11B	HGNC:15782
ARHGAP11B-DT	HGNC:55586
ARHGAP12	HGNC:16348
ARHGAP15	HGNC:21030
ARHGAP15-AS1	HGNC:40949
ARHGAP16P	HGNC:19921
ARHGAP17	HGNC:18239
ARHGAP18	HGNC:21035
ARHGAP19	HGNC:23724
ARHGAP19-SLIT1	HGNC:48348
ARHGAP20	HGNC:18357
ARHGAP21	HGNC:23725
ARHGAP22	HGNC:30320
ARHGAP22-IT1	HGNC:42944
ARHGAP23	HGNC:29293
ARHGAP23P1	HGNC:45039
ARHGAP24	HGNC:25361
ARHGAP25	HGNC:28951
ARHGAP26	HGNC:17073
ARHGAP26-AS1	HGNC:40792
ARHGAP26-IT1	HGNC:41429
ARHGAP27	HGNC:31813
ARHGAP27P1	HGNC:28630
ARHGAP27P1-BPTFP1-KPNA2P3	HGNC:52873
ARHGAP27P2	HGNC:53771
ARHGAP28	HGNC:25509
ARHGAP28-AS1	HGNC:55320
ARHGAP29	HGNC:30207
ARHGAP29-AS1	HGNC:54311
ARHGAP30	HGNC:27414
ARHGAP31	HGNC:29216
ARHGAP31-AS1	HGNC:41235
ARHGAP32	HGNC:17399
ARHGAP33	HGNC:23085
ARHGAP35	HGNC:4591
ARHGAP36	HGNC:26388
ARHGAP39	HGNC:29351
ARHGAP40	HGNC:16226
ARHGAP42	HGNC:26545
ARHGAP42-AS1	HGNC:54801
ARHGAP42P1	HGNC:43940
ARHGAP42P2	HGNC:43939
ARHGAP42P3	HGNC:19327
ARHGAP42P4	HGNC:43941
ARHGAP42P5	HGNC:43942
ARHGAP44	HGNC:29096
ARHGAP44-AS1	HGNC:55326
ARHGAP45	HGNC:17102
ARHGDIA	HGNC:678
ARHGDIB	HGNC:679
ARHGDIG	HGNC:680
ARHGEF1	HGNC:681
ARHGEF2	HGNC:682
ARHGEF2-AS1	HGNC:40082
ARHGEF2-AS2	HGNC:55175
ARHGEF3	HGNC:683
ARHGEF3-AS1	HGNC:40083
ARHGEF4	HGNC:684
ARHGEF4-AS1	HGNC:55716
ARHGEF5	HGNC:13209
ARHGEF6	HGNC:685
ARHGEF7	HGNC:15607
ARHGEF7-AS1	HGNC:39816
ARHGEF7-AS2	HGNC:40717
ARHGEF7-IT1	HGNC:41408
ARHGEF9	HGNC:14561
ARHGEF9-IT1	HGNC:41401
ARHGEF10	HGNC:14103
ARHGEF10L	HGNC:25540
ARHGEF11	HGNC:14580
ARHGEF12	HGNC:14193
ARHGEF15	HGNC:15590
ARHGEF16	HGNC:15515
ARHGEF17	HGNC:21726
ARHGEF17-AS1	HGNC:55485
ARHGEF18	HGNC:17090
ARHGEF18-AS1	HGNC:55284
ARHGEF19	HGNC:26604
ARHGEF19-AS1	HGNC:39996
ARHGEF25	HGNC:30275
ARHGEF26	HGNC:24490
ARHGEF26-AS1	HGNC:41048
ARHGEF28	HGNC:30322
ARHGEF28P1	HGNC:56460
ARHGEF33	HGNC:37252
ARHGEF34P	HGNC:38086
ARHGEF35	HGNC:33846
ARHGEF35-AS1	HGNC:41292
ARHGEF37	HGNC:34430
ARHGEF38	HGNC:25968
ARHGEF38-IT1	HGNC:41483
ARHGEF39	HGNC:25909
ARHGEF40	HGNC:25516
ARID1A	HGNC:11110
ARID1B	HGNC:18040
ARID2	HGNC:18037
ARID3A	HGNC:3031
ARID3B	HGNC:14350
ARID3BP1	HGNC:54553
ARID3C	HGNC:21209
ARID4A	HGNC:9885
ARID4B	HGNC:15550
ARID5A	HGNC:17361
ARID5B	HGNC:17362
ARIH1	HGNC:689
ARIH2	HGNC:690
ARIH2OS	HGNC:34425
ARIH2P1	HGNC:31732
ARL1	HGNC:692
ARL2	HGNC:693
ARL2-SNX15	HGNC:49197
ARL2BP	HGNC:17146
ARL2BPP1	HGNC:17742
ARL2BPP2	HGNC:31036
ARL2BPP3	HGNC:39447
ARL2BPP4	HGNC:39448
ARL2BPP5	HGNC:39449
ARL2BPP6	HGNC:39450
ARL2BPP7	HGNC:39451
ARL2BPP8	HGNC:39452
ARL2BPP9	HGNC:39453
ARL2BPP10	HGNC:39454
ARL3	HGNC:694
ARL4A	HGNC:695
ARL4AP1	HGNC:17741
ARL4AP2	HGNC:32379
ARL4AP3	HGNC:52372
ARL4AP4	HGNC:52373
ARL4AP5	HGNC:52374
ARL4C	HGNC:698
ARL4D	HGNC:656
ARL5A	HGNC:696
ARL5AP1	HGNC:43933
ARL5AP2	HGNC:43937
ARL5AP3	HGNC:43935
ARL5AP4	HGNC:43936
ARL5AP5	HGNC:55001
ARL5B	HGNC:23052
ARL5C	HGNC:31111
ARL6	HGNC:13210
ARL6IP1	HGNC:697
ARL6IP1P1	HGNC:23178
ARL6IP1P2	HGNC:44971
ARL6IP1P3	HGNC:44972
ARL6IP4	HGNC:18076
ARL6IP5	HGNC:16937
ARL6IP6	HGNC:24048
ARL8A	HGNC:25192
ARL8B	HGNC:25564
ARL8BP1	HGNC:56628
ARL8BP2	HGNC:56629
ARL9	HGNC:23592
ARL10	HGNC:22042
ARL11	HGNC:24046
ARL13A	HGNC:31709
ARL13B	HGNC:25419
ARL14	HGNC:22974
ARL14EP	HGNC:26798
ARL14EP-DT	HGNC:55517
ARL14EPL	HGNC:44201
ARL14EPP1	HGNC:54676
ARL15	HGNC:25945
ARL16	HGNC:27902
ARL17A	HGNC:24096
ARL17B	HGNC:32387
ARLNC1	HGNC:53032
ARMC1	HGNC:17684
ARMC2	HGNC:23045
ARMC2-AS1	HGNC:41008
ARMC3	HGNC:30964
ARMC5	HGNC:25781
ARMC6	HGNC:25049
ARMC7	HGNC:26168
ARMC8	HGNC:24999
ARMC8P1	HGNC:49918
ARMC9	HGNC:20730
ARMC10	HGNC:21706
ARMC10P1	HGNC:43646
ARMC12	HGNC:21099
ARMCX1	HGNC:18073
ARMCX2	HGNC:16869
ARMCX3	HGNC:24065
ARMCX3-AS1	HGNC:41038
ARMCX4	HGNC:28615
ARMCX5	HGNC:25772
ARMCX5-GPRASP2	HGNC:42000
ARMCX6	HGNC:26094
ARMCX7P	HGNC:49917
ARMH1	HGNC:34345
ARMH2	HGNC:49394
ARMH3	HGNC:25788
ARMH4	HGNC:19846
ARMS2	HGNC:32685
ARMT1	HGNC:17872
ARNILA	HGNC:54484
ARNT	HGNC:700
ARNT2	HGNC:16876
ARNT2-DT	HGNC:56077
ARPC1A	HGNC:703
ARPC1AP1	HGNC:56494
ARPC1AP2	HGNC:56495
ARPC1AP3	HGNC:56496
ARPC1AP4	HGNC:56497
ARPC1B	HGNC:704
ARPC1BP1	HGNC:54638
ARPC2	HGNC:705
ARPC3	HGNC:706
ARPC3P1	HGNC:16092
ARPC3P2	HGNC:39431
ARPC3P3	HGNC:39432
ARPC3P4	HGNC:39434
ARPC3P5	HGNC:39435
ARPC4	HGNC:707
ARPC4-TTLL3	HGNC:38830
ARPC5	HGNC:708
ARPC5L	HGNC:23366
ARPIN	HGNC:28782
ARPIN-AP3S2	HGNC:38824
ARPP19	HGNC:16967
ARPP19P1	HGNC:54698
ARPP19P2	HGNC:54699
ARPP21	HGNC:16968
ARPP21-AS1	HGNC:40785
ARR3	HGNC:710
ARRB1	HGNC:711
ARRB2	HGNC:712
ARRDC1	HGNC:28633
ARRDC1-AS1	HGNC:23395
ARRDC2	HGNC:25225
ARRDC3	HGNC:29263
ARRDC3-AS1	HGNC:44145
ARRDC4	HGNC:28087
ARRDC5	HGNC:31407
ARSA	HGNC:713
ARSB	HGNC:714
ARSC2	HGNC:716
ARSD	HGNC:717
ARSD-AS1	HGNC:40085
ARSDP1	HGNC:718
ARSF	HGNC:721
ARSFP1	HGNC:722
ARSG	HGNC:24102
ARSH	HGNC:32488
ARSI	HGNC:32521
ARSJ	HGNC:26286
ARSK	HGNC:25239
ARSL	HGNC:719
ARSLP1	HGNC:720
ART1	HGNC:723
ART2BP	HGNC:51489
ART2P	HGNC:724
ART3	HGNC:725
ART4	HGNC:726
ART5	HGNC:24049
ARTN	HGNC:727
ARV1	HGNC:29561
ARVCF	HGNC:728
ARX	HGNC:18060
AS3MT	HGNC:17452
ASAH1	HGNC:735
ASAH1-AS1	HGNC:55603
ASAH2	HGNC:18860
ASAH2B	HGNC:23456
ASAP1	HGNC:2720
ASAP1-IT1	HGNC:24998
ASAP1-IT2	HGNC:48917
ASAP2	HGNC:2721
ASAP3	HGNC:14987
ASB1	HGNC:16011
ASB2	HGNC:16012
ASB3	HGNC:16013
ASB4	HGNC:16009
ASB5	HGNC:17180
ASB6	HGNC:17181
ASB7	HGNC:17182
ASB8	HGNC:17183
ASB9	HGNC:17184
ASB9P1	HGNC:20972
ASB10	HGNC:17185
ASB11	HGNC:17186
ASB12	HGNC:19763
ASB13	HGNC:19765
ASB14	HGNC:19766
ASB15	HGNC:19767
ASB15-AS1	HGNC:40904
ASB16	HGNC:19768
ASB16-AS1	HGNC:25442
ASB17	HGNC:19769
ASB18	HGNC:19770
ASCC1	HGNC:24268
ASCC2	HGNC:24103
ASCC3	HGNC:18697
ASCL1	HGNC:738
ASCL2	HGNC:739
ASCL3	HGNC:740
ASCL4	HGNC:24311
ASCL5	HGNC:33169
ASDURF	HGNC:53619
ASF1A	HGNC:20995
ASF1B	HGNC:20996
ASGR1	HGNC:742
ASGR2	HGNC:743
ASH1L	HGNC:19088
ASH1L-AS1	HGNC:44146
ASH1L-IT1	HGNC:41449
ASH2L	HGNC:744
ASH2LP1	HGNC:19332
ASH2LP2	HGNC:53059
ASH2LP3	HGNC:53060
ASIC1	HGNC:100
ASIC2	HGNC:99
ASIC3	HGNC:101
ASIC4	HGNC:21263
ASIC4-AS1	HGNC:40960
ASIC5	HGNC:17537
ASIP	HGNC:745
ASL	HGNC:746
ASLP1	HGNC:747
ASMT	HGNC:750
ASMTL	HGNC:751
ASMTL-AS1	HGNC:25811
ASNS	HGNC:753
ASNSD1	HGNC:24910
ASNSP1	HGNC:754
ASNSP2	HGNC:755
ASNSP3	HGNC:39399
ASNSP4	HGNC:39400
ASNSP5	HGNC:39401
ASNSP6	HGNC:49876
ASPA	HGNC:756
ASPDH	HGNC:33856
ASPG	HGNC:20123
ASPH	HGNC:757
ASPHD1	HGNC:27380
ASPHD2	HGNC:30437
ASPM	HGNC:19048
ASPN	HGNC:14872
ASPRV1	HGNC:26321
ASPSCR1	HGNC:13825
ASRGL1	HGNC:16448
ASS1	HGNC:758
ASS1P1	HGNC:759
ASS1P2	HGNC:765
ASS1P3	HGNC:766
ASS1P4	HGNC:767
ASS1P5	HGNC:768
ASS1P6	HGNC:769
ASS1P7	HGNC:770
ASS1P8	HGNC:771
ASS1P9	HGNC:772
ASS1P10	HGNC:760
ASS1P11	HGNC:761
ASS1P12	HGNC:762
ASS1P13	HGNC:763
ASS1P14	HGNC:764
ASTE1	HGNC:25021
ASTL	HGNC:31704
ASTN1	HGNC:773
ASTN2	HGNC:17021
ASTN2-AS1	HGNC:51175
ASXL1	HGNC:18318
ASXL2	HGNC:23805
ASXL3	HGNC:29357
ASXL3-DT	HGNC:55290
ASZ1	HGNC:1350
ATAD1	HGNC:25903
ATAD2	HGNC:30123
ATAD2B	HGNC:29230
ATAD3A	HGNC:25567
ATAD3B	HGNC:24007
ATAD3C	HGNC:32151
ATAD5	HGNC:25752
ATAT1	HGNC:21186
ATCAY	HGNC:779
ATE1	HGNC:782
ATE1OSP	HGNC:49496
ATF1	HGNC:783
ATF1P1	HGNC:37691
ATF2	HGNC:784
ATF3	HGNC:785
ATF4	HGNC:786
ATF4P1	HGNC:789
ATF4P2	HGNC:34025
ATF4P3	HGNC:788
ATF4P4	HGNC:787
ATF5	HGNC:790
ATF6	HGNC:791
ATF6-DT	HGNC:55826
ATF6B	HGNC:2349
ATF7	HGNC:792
ATF7-NPFF	HGNC:55073
ATF7IP	HGNC:20092
ATF7IP2	HGNC:20397
ATG2A	HGNC:29028
ATG2B	HGNC:20187
ATG3	HGNC:20962
ATG3P1	HGNC:31123
ATG4A	HGNC:16489
ATG4AP1	HGNC:44081
ATG4B	HGNC:20790
ATG4C	HGNC:16040
ATG4D	HGNC:20789
ATG5	HGNC:589
ATG7	HGNC:16935
ATG9A	HGNC:22408
ATG9B	HGNC:21899
ATG10	HGNC:20315
ATG10-AS1	HGNC:40914
ATG10-IT1	HGNC:41455
ATG12	HGNC:588
ATG12P1	HGNC:21466
ATG12P2	HGNC:38605
ATG13	HGNC:29091
ATG14	HGNC:19962
ATG16L1	HGNC:21498
ATG16L2	HGNC:25464
ATG101	HGNC:25679
ATIC	HGNC:794
ATL1	HGNC:11231
ATL2	HGNC:24047
ATL3	HGNC:24526
ATM	HGNC:795
ATMIN	HGNC:29034
ATN1	HGNC:3033
ATOH1	HGNC:797
ATOH7	HGNC:13907
ATOH8	HGNC:24126
ATOSA	HGNC:25609
ATOSB	HGNC:25666
ATOSBP1	HGNC:54597
ATOX1	HGNC:798
ATOX1-AS1	HGNC:55528
ATP1A1	HGNC:799
ATP1A1-AS1	HGNC:28262
ATP1A2	HGNC:800
ATP1A3	HGNC:801
ATP1A4	HGNC:14073
ATP1B1	HGNC:804
ATP1B1P1	HGNC:809
ATP1B2	HGNC:805
ATP1B3	HGNC:806
ATP1B3-AS1	HGNC:40088
ATP1B3P1	HGNC:807
ATP1B4	HGNC:808
ATP2A1	HGNC:811
ATP2A1-AS1	HGNC:51370
ATP2A2	HGNC:812
ATP2A3	HGNC:813
ATP2B1	HGNC:814
ATP2B1-AS1	HGNC:27883
ATP2B2	HGNC:815
ATP2B2-IT1	HGNC:41309
ATP2B2-IT2	HGNC:41310
ATP2B3	HGNC:816
ATP2B4	HGNC:817
ATP2C1	HGNC:13211
ATP2C2	HGNC:29103
ATP2C2-AS1	HGNC:53167
ATP4A	HGNC:819
ATP4B	HGNC:820
ATP5F1A	HGNC:823
ATP5F1AP1	HGNC:827
ATP5F1AP2	HGNC:828
ATP5F1AP3	HGNC:829
ATP5F1AP4	HGNC:23563
ATP5F1AP7	HGNC:37665
ATP5F1AP8	HGNC:37666
ATP5F1AP10	HGNC:37668
ATP5F1B	HGNC:830
ATP5F1BP1	HGNC:831
ATP5F1C	HGNC:833
